disease	mesh_id
familial dermographism	C536612
familial dilated cardiomyopathy	C536231
familial duodenal atresia	C535720
familial ectopia lentis	C536184
familial encephalopathy with neuroserpin inclusion bodies	C536841
familial ependymoma	C531673
familial exudative vitreoretinopathies	D000080345
familial glucocorticoid deficiency 1	C565974
familial gynecomastia, due to increased aromatase activity	C000591739
familial hdl deficiency	C538394
familial hyperaldosteronism	C580087
familial hyperbeta- and prebetalipoproteinemia	C566262
familial hyperchylomicronemia syndrome	C538489
familial hypersecretion of adrenal androgens	C536845
familial hypersensitivity pneumonitis	C536846
familial hypophosphatemic rickets	D053098
familial letterer-siwe disease	C538636
familial mediterranean fever, autosomal dominant	C565021
familial medullary thyroid carcinoma	C536911
familial multiple coagulation factor deficiency i	C565577
familial multiple coagulation factor deficiency ii	C565024
familial multiple coagulation factor deficiency iv	C565025
familial multiple coagulation factor deficiency vi	C565022
familial multiple lipomatosis	D000071070
familial multiple trichodiscomas	C536847
familial myelofibrosis	C536848
familial neurocardiogenic syncope	C536849
familial osteochondritis dissecans	C580095
familial paget's disease of bone	C538098
familial paroxysmal dystonia	C537180
familial pars planitis	C531774
familial pityriasis rubra pilaris	C531784
familial popliteal pterygium syndrome	C535891
familial primary biliary cirrhosis	C538544
familial primary gastric lymphoma	C535648
familial primary pulmonary hypertension	D065627
familial progressive supranuclear palsy	C538572
familial renal cell carcinoma	C536851
familial schizencephaly	C538514
familial spinal arachnoiditis	C531624
familial streblodactyly	C536852
familial subependymomas	C538553
familial sudden death	C566172
familial testotoxicosis	C536961
familial vascular leukoencephalopathy	C531642
familial wilms tumor 2	C536853
fanconi anemia	D005199
fanconi anemia, complementation group b	C564497
fanconi anemia, complementation group c	227645
fanconi anemia, complementation group d1	C563980
fanconi anemia, complementation group d2	227646
fanconi anemia, complementation group e	600901
fanconi anemia, complementation group f	603467
fanconi anemia, complementation group g	614082
fanconi anemia, complementation group i	C563802
fanconi anemia, complementation group j	C563801
fanconi anemia, complementation group l	614083
fanconi anemia, complementation group n	C563657
fanconi anemia, complementation group o	613390
fanconi anemia, complementation group p	613951
fanconi anemia, complementation group q	615272
fanconi anemia, complementation group r	617244
fanconi anemia, complementation group t	616435
fanconi anemia, complementation group u	617247
fanconi anemia, complementation group v	617243
fanconi like syndrome	C536855
fanconi renotubular syndrome 4 with maturity-onset diabetes of the young	616026
farber lipogranulomatosis	D055577
farmer's lung	D005203
fascial dystrophy, congenital	C563219
fasciculation	D005207
fasciitis	D005208
fasciitis, necrotizing	D019115
fasciitis, plantar	D036981
fascioloidiasis	D005213
fasting insulin level quantitative trait locus 1	606035
fatal pneumococcal waterhouse-friderichsen syndrome	C536685
fatigue syndrome, chronic	D015673
fat necrosis	D005218
fatty acid hydroxylase-associated neurodegeneration	C580102
fatty liver	D005234
fatty liver, alcoholic	D005235
favism	D005236
faye-petersen ward carey syndrome	C537076
febrile convulsions, familial, 1	C565162
febrile convulsions, familial, 10	C567218
febrile convulsions, familial, 2	C566541
febrile convulsions, familial, 3a	C567820
febrile convulsions, familial, 3b	C567821
febrile convulsions, familial, 4	C565788
febrile convulsions, familial, 5	C563762
febrile convulsions, familial, 6	C563764
febrile convulsions, familial, 7	C566929
febrile convulsions, familial, 8	C566975
febrile convulsions, familial, 9	C566901
febrile seizures associated with afebrile seizures	C565813
febrile seizures, familial, 11	614418
febrile seizures, familial, 8	607681
febrile ulceronecrotic mucha-habermann disease	C537077
fecal impaction	D005244
fecal incontinence	D005242
feeding and eating disorders	D001068
feeding and eating disorders of childhood	D019959
feigenbaum bergeron richardson syndrome	C536178
feingold trainer syndrome	C536179
feline acquired immunodeficiency syndrome	D016181
feline infectious peritonitis	D016766
feline panleukopenia	D005254
felty syndrome	D005258
female athlete triad syndrome	D053716
female urogenital diseases	D052776
female urogenital diseases and pregnancy complications	D005261
feminization	D005262
femoracetabular impingement	D057925
femoral facial syndrome	C537916
femoral fractures	D005264
femoral neck fractures	D005265
femoral neoplasms	D005266
femoral neuropathy	D020428
femur bifid with monodactylous ectrodactyly	C537917
femur fibula ulna syndrome	C537918
femur head necrosis	D005271
fertile eunuch syndrome	C537919
fetal akinesia syndrome, x-linked	C537921
fetal alcohol spectrum disorders	D063647
fetal death	D005313
fetal diseases	D005315
fetal distress	D005316
fetal encasement syndrome	613630
fetal growth retardation	D005317
fetal hydantoin syndrome	C537922
fetal hypoxia	D005311
fetal macrosomia	D005320
fetal membranes, premature rupture	D005322
fetal nutrition disorders	D048070
fetal resorption	D005327
fetal trimethadione syndrome	C537798
fetal weight	D020567
fetishism, psychiatric	D005329
fetofetal transfusion	D005330
fetomaternal transfusion	D005331
fever, familial lifelong persistent	C565569
fever of unknown origin	D005335
fg syndrome 5	C564480
fibrinolytic defect	C565017
fibroadenoma	D018226
fibrocartilaginous embolism	C537927
fibrochondrogenesis	C562524
fibrolamellar hepatocellular carcinoma	C537258
fibroma	D005350
fibroma, desmoplastic	D018220
fibroma, ossifying	D018214
fibromatosis, abdominal	D018221
fibromatosis, aggressive	D018222
fibromatosis, congenital generalized	C562978
fibromatosis, gingival	D005351
fibromatosis, gingival, 1	135300
fibromatosis, gingival, 2	C565323
fibromatosis, gingival, 3	C537928
fibromatosis, gingival, 4	C567028
fibromatosis, gingival, hereditary	C562884
fibromatosis, gingival, with distinctive facies	C565567
fibromatosis, gingival, with hypertrichosis and mental retardation	C565331
fibromatosis, plantar	D000071380
fibromuscular dysplasia	D005352
fibrosarcoma	D005354
fibrosis of extraocular muscles, congenital, 2	C566587
fibrosis of extraocular muscles, congenital, 3a, with or without extraocular involvement	C567572
fibrosis of extraocular muscles, congenital, 3b	C567739
fibrosis of extraocular muscles, congenital, 3c	C567666
fibrosis of extraocular muscles, congenital, 5	616219
fibrosis of extraocular muscles, congenital, with synergistic divergence	C566508
fibrous dysplasia, monostotic	D005358
fibrous dysplasia of bone	D005357
fibrous dysplasia, polyostotic	D005359
fibular aplasia ectrodactyly	C537930
fibular aplasia, tibial campomelia, and oligosyndactyly syndrome	C565436
fibula, recurrent dislocation of head of	C565011
fibular hypoplasia and complex brachydactyly	C537931
ficolin 3 deficiency	613860
filaminopathy, autosomal dominant	C537932
filariasis	D005368
filippi syndrome	C538152
filoviridae infections	D018702
fine-lubinsky syndrome	C537933
finger injuries	D005383
fingerprint body myopathy	C564425
fingerprints, absence of	C565010
finnish lethal neonatal metabolic syndrome	C537934
firesetting behavior	D005391
fish diseases	D005393
fissure in ano	D005401
fistula	D005402
fitz-hugh-curtis syndrome	C537936
fitzsimmons-guilbert syndrome	C537938
fitzsimmons-mclachlan-gilbert syndrome	C537058
fitzsimmons walson mellor syndrome	C537937
flail chest	D005409
flank pain	D021501
flatfoot	D005413
flat umbilicus familial	C537059
flaujeac factor deficiency	C537060
flavimonas oryzihabitans bacteremia	C537061
flaviviridae infections	D018178
flavivirus infections	D018177
flavobacteriaceae infections	D045826
flea infestations	D058267
fleck retina, familial benign	C565564
fleck retina of kandori	C562701
floating-betalipoproteinemia	C566265
floating-harbor syndrome	C537062
flood factor deficiency	C565009
florid cemento-osseous dysplasia	C537063
florid cystic endosalpingiosis of the uterus	C537064
flotch syndrome	C537065
fluoride poisoning	D005458
fluorosis, dental	D009050
flushing	D005483
flynn aird syndrome	C537066
focal cortical dysplasia of taylor	C537067
focal dermal hypoplasia	D005489
focal epithelial hyperplasia	D017573
focal epithelial hyperplasia of the oral mucosa	C565008
focal facial dermal dysplasia	C537068
focal infection	D005490
focal infection, dental	D005491
focal nodular hyperplasia	D020518
focal segmental glomerulosclerosis 2	C565831
focal segmental glomerulosclerosis 5	C567687
foix chavany marie syndrome	C537069
folate malabsorption, hereditary	C562799
follicle-stimulating hormone deficiency, isolated	C537070
follicular atrophoderma, perioral pigmented, with milia and epidermoid cysts	C566360
follicular cyst	D005497
follicular hamartoma alopecia cystic fibrosis	C537071
folliculitis	D005499
food addiction	D000073932
foodborne diseases	D005517
food hypersensitivity	D005512
food intolerance	D000073923
foot deformities	D005530
foot deformities, acquired	D005531
foot deformities, congenital	D005532
foot dermatoses	D005533
foot diseases	D005534
foot injuries	D018409
foot rot	D005535
foot ulcer	D016523
foramen ovale, patent	D054092
forearm injuries	D005543
forebrain defects	C566067
foreign-body migration	D005548
foreign-body reaction	D005549
for heavy chain disease protein, human	C483996
formaldehyde poisoning	C537268
forney robinson pascoe syndrome	C537269
forsythe-wakeling syndrome	613606
fountain syndrome	C537270
fournier gangrene	D018934
fourth cranial nerve palsy, familial congenital	C565007
foveal hypoplasia and anterior segment dysgenesis	C563774
foveal hypoplasia, isolated	C565005
foveal hypoplasia with anterior segment anomalies	C565006
fowler christmas chapple syndrome	C537271
fowlpox	D005586
fox-fordyce disease	D005588
fracture dislocation	D000072039
fractures, avulsion	D000071562
fractures, bone	D050723
fractures, cartilage	D050724
fractures, closed	D005596
fractures, comminuted	D018460
fractures, compression	D050815
fractures, malunited	D017759
fractures, multiple	D000069076
fractures, open	D005597
fractures, spontaneous	D005598
fractures, stress	D015775
fractures, ununited	D005599
fragile site 16p12	C565001
fragile x tremor ataxia syndrome	C564105
frailty	D000073496
franceschini vardeu guala syndrome	C537272
fraser jequier chen syndrome	C535481
fraser-like syndrome	C565562
fraser syndrome	D058497
frasier syndrome	D052159
freeman-sheldon syndrome	C535483
freemartinism	D005611
free sialic acid storage disease	C538523
freiberg's disease	C535636
freire-maia odontotrichomelic syndrome	C535637
frenkel russe syndrome	C535638
frias syndrome	C535639
fried goldberg mundel syndrome	C535640
friedreich ataxia	D005621
friedreich ataxia 1	C565561
friedreich ataxia 2	C566594
friedreich ataxia congenital glaucoma	C538061
friedreich ataxia, so-called, with optic atrophy and sensorineural deafness	C564999
friedreich ataxia with retained reflexes	C564657
frints de smet fabry fryns syndrome	C538062
frontal sinusitis	D015522
fronto-facio-nasal dysplasia	C538063
frontometaphyseal dysplasia	C538064
frontonasal dysplasia	C538065
frontoocular syndrome	C565340
frontootopalatodigital osteodysplasia	C567578
frontotemporal dementia	D057180
frontotemporal dementia and/or amyotrophic lateral sclerosis 1	105550
frontotemporal dementia and/or amyotrophic lateral sclerosis 2	615911
frontotemporal dementia and/or amyotrophic lateral sclerosis 3	616437
frontotemporal dementia and/or amyotrophic lateral sclerosis 4	616439
frontotemporal dementia with motor neuron disease	C566288
frontotemporal lobar degeneration	D057174
frontotemporal lobar degeneration with tdp43 inclusions, grn-related	607485
frostbite	D005627
fructose-1,6-diphosphatase deficiency	D015319
fructose and galactose intolerance	C565558
fructose intolerance	D005633
fructose metabolism, inborn errors	D015318
fructosuria	C538068
fryns-aftimos syndrome	C565258
fryns hofkens fabry syndrome	C538069
fryns macrocephaly	C563963
fryns syndrome	C538070
fuchs atrophia gyrata chorioideae et retinae	C538071
fuchs' endothelial dystrophy	D005642
fucosidosis	D005645
fuhrmann syndrome	C538189
fumaric aciduria	C538191
fundus albipunctatus	C562733
fundus dystrophy, pseudoinflammatory, of sorsby	C564992
fungemia	D016469
funnel chest	D005660
furcation defects	D017823
furlong syndrome	C538192
furukawa takagi nakao syndrome	C538193
furunculous myiasis	C538194
fusariosis	D060585
fused kidney	D000069337
fused teeth	D005671
fusobacteriaceae infections	D045825
gagging	D005683
gait apraxia	D020235
gait ataxia	D020234
gait disorders, neurologic	D020233
galactocele	C535998
galactorrhea-hyperprolactinemia	C535402
galactosemias	D005693
gallbladder, agenesis of	C562564
gallbladder disease 1	600803
gallbladder disease 2	C563687
gallbladder disease 3	C563686
gallbladder disease 4	C566936
gallbladder diseases	D005705
gallbladder neoplasms	D005706
galloway mowat syndrome	C537548
gallstones	D042882
gambling	D005715
game friedman paradice syndrome	C535406
gamma-a-globulin, defect in assembly of	C564991
