drugbank_id	category	uniprot_id	entrez_gene_id	organism	known_action	actions	pubmed_ids
DB02659	target	Q8TDU6	151306	Humans	unknown		18180267
DB02660	target	Q07343	5142	Humans	unknown	inhibitor	17139284|17016423|10592235
DB02661	target	O43252	9061	Humans	unknown		17139284|17016423|10592235
DB02662	target	P18031	5770	Humans	unknown		17139284|17016423|10592235
DB02663	target	P0A1P6	1255533	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	unknown		17139284|17016423
DB02665	target	P07477	5644	Humans	unknown		17139284|17016423|10592235
DB02666	target	P0A7D4	12933702	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02666	target	P0A7D4	948695	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02667	target	Q2RJ67	3832975	Moorella thermoacetica (strain ATCC 39073)	unknown		
DB02670	target	O60264	8467	Humans	unknown		17139284|17016423|10592235
DB02671	target	P02144	4151	Humans	unknown		17139284|17016423|10592235
DB02671	target	P23222	1054108	Bradyrhizobium japonicum (strain USDA 110)	unknown		17139284|17016423
DB02673	target	P22303	43	Humans	unknown		17139284|17016423|10592235
DB02676	target	Q08499	5144	Humans	unknown		17139284|17016423|10592235
DB02678	target	P47929	3963	Humans	unknown		17139284|17016423
DB02678	target	P47929	653499	Humans	unknown		17139284|17016423
DB02679	target	P00918	760	Humans	unknown		17139284|17016423
DB02679	target	P43235	1513	Humans	unknown		15896958
DB02681	target	P61024	1163	Humans	unknown		17139284|17016423|10592235
DB02681	target	P12758	12934305	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02681	target	P12758	948987	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02684	target	P07814	2058	Humans	unknown		17139284|17016423|10592235
DB02685	target	P07858	1508	Humans	unknown		17139284|17016423
DB02686	target	P43457	13177589	Enterococcus hirae (strain ATCC 9790 / DSM 20160 / JCM 8729 / LMG 6399 / NBRC 3181 / NCIMB 6459 / NCDO 1258)	unknown		17139284|17016423
DB02689	target	P05089	383	Humans	unknown		17139284|17016423|10592235
DB02690	target	P09874	142	Humans	unknown		10592235
DB02691	transporter	Q9Y6L6	10599	Humans	unknown		11159893
DB02691	transporter	Q9NPD5	28234	Humans	unknown		11159893
DB02691	transporter	P46721	6579	Humans	unknown		11159893
DB02691	target	P51161	2172	Humans	unknown		17139284|17016423|10592235
DB02693	target	P9WHE9	886681	Mycobacterium tuberculosis	unknown		17139284|17016423
DB02694	target	P9WIL5	885459	Mycobacterium tuberculosis	unknown		17139284|17016423
DB02696	target	P15291	2683	Humans	unknown		17139284|17016423|10592235
DB02697	target	P08254	4314	Humans	unknown		17139284|17016423
DB02697	target	P45452	4322	Humans	unknown		17139284|17016423
DB02698	carrier	P02766	7276	Humans	unknown		17139284|17016423|10592235
DB02700	target	P06971	12930751	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02700	target	P06971	944856	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02701	enzyme	P08684	1576	Humans	unknown	inhibitor	15081432|15762770
DB02701	enzyme	P10635	1565	Humans	unknown	inhibitor	15081432
DB02701	enzyme	P05181	1571	Humans	unknown	substrate|inhibitor	15081432|23418369
DB02701	target	P00338	3939	Humans	unknown		17139284|17016423|10592235
DB02701	target	P09874	142	Humans	unknown	binder	11752352
DB02701	target	Q9NXA8	23408	Humans	unknown		17139284|17016423|10592235
DB02701	target	Q10588	683	Humans	unknown		17139284|17016423
DB02701	target	P11439	877850	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	unknown		17139284|17016423
DB02702	target	P04585	155348		unknown		17139284|17016423
DB02703	enzyme	P08684	1576	Humans	unknown	substrate|inhibitor	29027845|27571049|27458210
DB02703	enzyme	P10635	1565	Humans	unknown	substrate|inhibitor	29027845|27571049
DB02703	transporter	Q92887	1244	Humans	unknown	inhibitor	12106615
DB02703	transporter	O95342	8647	Humans	unknown	inhibitor	12106615
DB02703	transporter	Q9UNQ0	9429	Humans	unknown	inhibitor	27458210
DB02703	transporter	Q9Y6L6	10599	Humans	unknown		27458210
DB02703	enzyme	P22309	54658	Humans	unknown	substrate	27458210
DB02703	target	P62580	1251342	Salmonella typhi	unknown	inhibitor	17139284|17016423|7500366|6354181|7756272
DB02705	target	P00749	5328	Humans	unknown		17139284|17016423|10592235
DB02709	enzyme	P08684	1576	Humans	unknown	inhibitor	20716633|11701226
DB02709	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor	15276085|11714871
DB02709	target	P23219	5742	Humans	unknown	inhibitor	11752352
DB02709	target	P35354	5743	Humans	unknown	inhibitor	11752352
DB02709	target	P05106	3690	Humans	unknown		23943159
DB02709	carrier	P02768	213	Humans	unknown		17597382
DB02709	enzyme	Q16678	1545	Humans	unknown	inhibitor	11714871
DB02709	target	P11166	6513	Humans	unknown		23615963
DB02709	target	Q07869	5465	Humans	unknown		24454499
DB02709	target	P37231	5468	Humans	unknown		24454499
DB02709	target	P54577	8565	Humans	unknown	inhibitor	25533949
DB02709	target	P16083	4835	Humans	unknown		15350128|15381063
DB02709	target	O75469	8856	Humans	unknown		20869355
DB02709	target	P09917	240	Humans	unknown		10491155
DB02709	enzyme	P04798	1543	Humans	unknown	substrate|inhibitor	11714871|15276085
DB02709	target	P31749	207	Humans	unknown	inhibitor	24968355
DB02709	target	P68400	1457	Humans	unknown		11752352
DB02709	target	P03372	2099	Humans	unknown		19496085
DB02709	carrier	P02766	7276	Humans	unknown		15809979
DB02709	target	P35869	196	Humans	unknown		15634023
DB02709	target	Q14994	9970	Humans	unknown		20869355
DB02709	target	P16152	873	Humans	unknown	inhibitor	24064738
DB02709	target	P05067	351	Humans	unknown		17597573
DB02709	target	P48039	4543	Humans	unknown		20399199
DB02709	target	P49286	4544	Humans	unknown		20399199
DB02709	target	P16050	246	Humans	unknown		10491155
DB02709	target	Q8TCG2	55300	Humans	unknown		16102733
DB02709	target	P08648	3678	Humans	unknown		23943159
DB02709	target	P37840	6622	Humans	unknown		17597573
DB02709	target	Q96EB6	23411	Humans	unknown		23524286|23471411
DB02709	target	Q86T13	161198	Humans	unknown		20729295
DB02709	target	Q92945	8570	Humans	unknown		25352548
DB02710	target	P80188	3934	Humans	unknown		17139284|17016423|10592235
DB02711	target	P9WHE9	886681	Mycobacterium tuberculosis	unknown		17139284|17016423
DB02712	target	P15121	231	Humans	unknown	inhibitor	11752352|10592235
DB02713	target	O31616	939377	Bacillus subtilis (strain 168)	unknown		17139284|17016423
DB02714	target	P07998	6035	Humans	unknown		17139284|17016423|10592235
DB02715	target	P03372	2099	Humans	unknown		17139284|17016423
DB02716	target	P06730	1977	Humans	unknown		17139284|17016423|10592235
DB02719	target	P11217	5837	Humans	unknown		17139284|17016423|10592235
DB02720	target	P11217	5837	Humans	unknown		17139284|17016423|10592235
DB02721	target	P07327	124	Humans	unknown		17139284|17016423
DB02721	target	P00326	126	Humans	unknown		17139284|17016423|10592235
DB02721	target	P00325	125	Humans	unknown		17139284|17016423
DB02721	target	P9WPP7	888373	Mycobacterium tuberculosis	unknown		17139284|17016423
DB02723	target	P00734	2147	Humans	unknown		17139284|17016423
DB02724	target	P07822	12934047	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02724	target	P07822	947510	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02724	target	P06971	12930751	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02724	target	P06971	944856	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02725	target	P12995	12932847	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02725	target	P12995	945376	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02726	target	P30613	5313	Humans	unknown		17139284|17016423
DB02726	target	P14618	5315	Humans	unknown		17139284|17016423|10592235
DB02726	target	P60174	7167	Humans	unknown		17139284|17016423|10592235
DB02726	target	P13929	2027	Humans	unknown		17139284|17016423|10592235
DB02726	target	P0AB91	12932715	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02726	target	P0AB91	945605	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02726	target	P0A733	1023912	Shigella flexneri	unknown		17139284|17016423
DB02726	target	P0A733	1077433	Shigella flexneri	unknown		17139284|17016423
DB02726	target	O35000	936619	Bacillus subtilis (strain 168)	unknown		17139284|17016423
DB02726	target	P09104	2026	Humans	unknown		17139284|17016423|10592235
DB02726	target	Q7ADF8	912766	Escherichia coli O157:H7	unknown		17139284|17016423
DB02726	target	Q7ADF8	961697	Escherichia coli O157:H7	unknown		17139284|17016423
DB02727	target	P29475	4842	Humans	unknown		17139284|17016423|10592235
DB02728	target	P14174	4282	Humans	unknown		17139284|17016423|10592235
DB02729	target	P04585	155348		unknown		17139284|17016423
DB02730	target	P19961	280	Humans	unknown		17139284|17016423|10592235
DB02731	target	P55809	5019	Humans	unknown		10592235
DB02731	target	Q9X180	898121	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	unknown		10592235
DB02733	target	P78362	6733	Humans	unknown		10592235
DB02733	target	P27361	5595	Humans	unknown	inhibitor	11752352
DB02733	target	P28482	5594	Humans	unknown	inhibitor	11752352
DB02733	target	P24941	1017	Humans	unknown		17139284|17016423|10592235
DB02733	target	P11802	1019	Humans	unknown		11752352
DB02735	target	P08842	412	Humans	unknown		17139284|17016423
DB02736	target	P27017	877798	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	unknown		17139284|17016423
DB02738	target	Q75UV1	3169127	Thermus thermophilus	unknown		
DB02740	target	P61769	567	Humans	unknown		10592235
DB02740	target	P04439	3105	Humans	unknown		10592235
DB02741	target	P13631	5916	Humans	unknown		17139284|17016423|10592235
DB02742	target	Q9UKM7	11253	Humans	unknown		17139284|17016423
DB02742	target	Q16706	4124	Humans	unknown		17139284|17016423|10592235
DB02743	target	Q65CX5	23416937	Bacillus licheniformis (strain DSM 13 / ATCC 14580)	unknown		
DB02744	target	P07477	5644	Humans	unknown		17139284|17016423|10592235
DB02745	transporter	Q99808	2030	Humans	unknown		16818276
DB02745	target	P62312	11157	Humans	unknown		17139284|17016423|10592235
DB02745	target	P0A927	12934188	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02745	target	P0A927	946242	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02746	target	Q07869	5465	Humans	unknown		23843199
DB02746	target	Q03181	5467	Humans	unknown		23843199
DB02746	target	P37231	5468	Humans	unknown		23843199
DB02746	target	P19793	6256	Humans	unknown		23843199
DB02746	transporter	O94956	11309	Humans	unknown	inhibitor	12724351
DB02746	target	P28702	6257	Humans	unknown		23843199
DB02746	target	P48443	6258	Humans	unknown		23843199
DB02746	target	P03372	2099	Humans	unknown		14579009
DB02746	target	Q92731	2100	Humans	unknown		15840436
DB02746	target	P06401	5241	Humans	unknown		14579009
DB02746	target	P9WJJ7	886281	Mycobacterium tuberculosis	unknown		17139284|17016423
DB02749	target	P05042	12934129	Escherichia coli (strain K12)	unknown		17139284|17016423|10592235
DB02749	target	P05042	946147	Escherichia coli (strain K12)	unknown		17139284|17016423|10592235
DB02750	transporter	Q9UHI5	23428	Humans	unknown		12117417
DB02750	transporter	Q01650	8140	Humans	unknown		12117417
DB02750	target	Q7Z2Z2	79631	Humans	unknown		10592235
DB02751	target	Q14353	2593	Humans	unknown		17139284|17016423|10592235
DB02752	target	P0A884	12933064	Escherichia coli (strain K12)	unknown		17139284|17016423|10592235
DB02752	target	P0A884	949035	Escherichia coli (strain K12)	unknown		17139284|17016423|10592235
DB02753	target	Q8RLY5	23345948	Lactobacillus helveticus	unknown		
DB02754	target	P07900	3320	Humans	unknown		10592235
DB02754	target	P08238	3326	Humans	unknown		17139284|17016423|10592235
DB02755	target	P20645	4074	Humans	unknown		17139284|17016423|10592235
DB02757	target	P00326	126	Humans	unknown		17139284|17016423|10592235
DB02757	target	P03372	2099	Humans	unknown		17909483
DB02757	target	Q92731	2100	Humans	unknown		17909483
DB02758	target	Q9NZK7	30814	Humans	unknown		10592235
DB02758	target	P00509	12931027	Escherichia coli (strain K12)	unknown		17139284|17016423|10592235
DB02758	target	P00509	945553	Escherichia coli (strain K12)	unknown		17139284|17016423|10592235
DB02759	target	P61626	4069	Humans	unknown		17139284|17016423|10592235
DB02761	target	P77444	12931287	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02761	target	P77444	946185	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02761	target	Q7K9G0	5648962	Leishmania major	unknown		
DB02761	target	P31142	12931598	Escherichia coli (strain K12)	unknown		
DB02761	target	P31142	946993	Escherichia coli (strain K12)	unknown		
DB02761	target	P31101	2796735	Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / NCIMB 8303)	unknown		
DB02761	target	Q16762	7263	Humans	unknown		10592235
DB02761	target	Q5SJI0	3170077	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	unknown		
DB02761	target	P0A6V7	1026510	Shigella flexneri	unknown		17139284|17016423
DB02761	target	P0A6V7	1080921	Shigella flexneri	unknown		17139284|17016423
DB02762	target	P12931	6714	Humans	unknown		10592235
DB02763	target	P0A006	13874340	Staphylococcus aureus	unknown		17139284|17016423
DB02763	target	P0A006	13874755	Staphylococcus aureus	unknown		17139284|17016423
DB02763	target	P0A006	13874878	Staphylococcus aureus	unknown		17139284|17016423
DB02763	target	P0A006	13874905	Staphylococcus aureus	unknown		17139284|17016423
DB02763	target	P0A006	13875324	Staphylococcus aureus	unknown		17139284|17016423
DB02763	target	P0A006	13875605	Staphylococcus aureus	unknown		17139284|17016423
DB02763	target	P0A006	13875818	Staphylococcus aureus	unknown		17139284|17016423
DB02763	target	P0A006	13875891	Staphylococcus aureus	unknown		17139284|17016423
DB02763	target	P0A006	13875956	Staphylococcus aureus	unknown		17139284|17016423
DB02763	target	P0A006	13876308	Staphylococcus aureus	unknown		17139284|17016423
DB02763	target	P0A006	13877846	Staphylococcus aureus	unknown		17139284|17016423
DB02763	target	P0A006	3978621	Staphylococcus aureus	unknown		17139284|17016423
DB02763	target	P0A006	5759819	Staphylococcus aureus	unknown		17139284|17016423
DB02763	target	P0A006	6155824	Staphylococcus aureus	unknown		17139284|17016423
DB02763	target	P29460	3593	Humans	unknown		17139284|17016423
DB02765	target	P03176	2703374		unknown		17139284|17016423
DB02767	target	Q9Y6Y9	23643	Humans	unknown		10592235
DB02767	target	O00206	7099	Humans	unknown		10592235
DB02767	target	P06971	12930751	Escherichia coli (strain K12)	unknown		17139284|17016423|10592235
DB02767	target	P06971	944856	Escherichia coli (strain K12)	unknown		17139284|17016423|10592235
DB02767	target	P02929	12934002	Escherichia coli (strain K12)	unknown		10592235
DB02767	target	P02929	945843	Escherichia coli (strain K12)	unknown		10592235
DB02770	target	Q05603	1253537	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	unknown		17139284|17016423
DB02772	target	P61626	4069	Humans	unknown		17139284|17016423|10592235
DB02772	target	Q8TE23	80834	Humans	unknown		20173092
DB02772	target	P00811	12932283	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02772	target	P00811	948669	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02772	target	O00244	475	Humans	unknown		
DB02772	target	Q02169	936605	Bacillus subtilis (strain 168)	unknown		17139284|17016423
DB02772	target	P68133	58	Humans	unknown		17139284|17016423|10592235
DB02772	target	P71119	23333850	Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis)	unknown		
DB02772	target	Q9Y3I0	51493	Humans	unknown		10592235
DB02772	target	P05655	936413	Bacillus subtilis (strain 168)	unknown		
DB02772	target	P11759	879004	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	unknown		17139284|17016423
DB02773	target	P23219	5742	Humans	unknown		10592235
DB02774	target	P84077	375	Humans	unknown		17139284|17016423|10592235
DB02776	carrier	P15090	2167	Humans	unknown		17139284|17016423|10592235
DB02778	target	P09467	2203	Humans	unknown		17139284|17016423|10592235
DB02779	target	Q06124	5781	Humans	unknown		17139284|17016423|10592235
DB02783	target	P00505	2806	Humans	unknown		17139284|17016423|10592235
DB02783	target	P22256	12930216	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02783	target	P22256	948067	Escherichia coli (strain K12)	unknown		17139284|17016423
DB02784	target	P18031	5770	Humans	unknown		17139284|17016423
